ID,诗名,花名,朝代,正文_preview,ccpoem_top5,ccpoem_top10,ccpoem_top10_with_score,ccpoem_cls_l2
878-01,重阳后看菊花,菊花,宋,寂寞东篱湿露华， 依前金屩照泥沙。 世情儿女无高韵， 只看重阳一日花。,篱、露、沙、阳、花,篱 露 沙 阳 花 泥 韵 屩 日 女,"[[""篱"", 0.18694588541984558], [""露"", 0.09705214202404022], [""沙"", 0.0929342582821846], [""阳"", 0.08787312358617783], [""花"", 0.08314169943332672], [""泥"", 0.04106682911515236], [""韵"", 0.03676047548651695], [""屩"", 0.033396534621715546], [""日"", 0.031690385192632675], [""女"", 0.022438596934080124]]",25.573488
879-01,枯 菊,菊花,宋,翠羽金钱梦已阑， 空余残蕊抱枝干。 纷纷轻薄随流水， 莫与桃花一样看。,水、花、羽、干、翠,水 花 羽 干 翠 梦 金 看 桃 蕊,"[[""水"", 0.08469206839799881], [""花"", 0.07862190157175064], [""羽"", 0.07072298228740692], [""干"", 0.0629035234451294], [""翠"", 0.0622769258916378], [""梦"", 0.06177935004234314], [""金"", 0.04545747488737106], [""看"", 0.04533642157912254], [""桃"", 0.033707719296216965], [""蕊"", 0.030601778998970985]]",25.553812
880-01,菊,菊花,宋,羞与春花艳冶同， 殷勤培溉待西风。 不须牵引渊明比， 随分篱边要几丛。 ,丛、春、须、篱、边,丛 春 须 篱 边 几 花 渊 明 西,"[[""丛"", 0.08309537172317505], [""春"", 0.04879039525985718], [""须"", 0.047509849071502686], [""篱"", 0.04737119749188423], [""边"", 0.04695079103112221], [""几"", 0.041789889335632324], [""花"", 0.03741129860281944], [""渊"", 0.037382762879133224], [""明"", 0.037101518362760544], [""西"", 0.03250283747911453]]",25.53376
881-01,咏 菊,菊花,宋,秋风两度身为客， 已见重阳未到家。 村酒不堪供节事， 只将青眼看黄花。,阳、花、黄、村、眼,阳 花 黄 村 眼 风 节 青 看 秋,"[[""阳"", 0.13455498218536377], [""花"", 0.11846787482500076], [""黄"", 0.08884726464748383], [""村"", 0.062280576676130295], [""眼"", 0.05373942852020264], [""风"", 0.050046198070049286], [""节"", 0.04846637696027756], [""青"", 0.03613562136888504], [""看"", 0.030155153945088387], [""秋"", 0.026053281500935555]]",25.500507
882-01,咏 菊(其一),菊花,宋,城荒落叶风飕飕， 淮水茫茫古渡头。 白首不堪行乐地， 黄花点点是离愁。,花、愁、风、叶、城,花 愁 风 叶 城 淮 乐 荒 黄 点,"[[""花"", 0.12771137058734894], [""愁"", 0.11518469452857971], [""风"", 0.10140354186296463], [""叶"", 0.09389687329530716], [""城"", 0.0884852483868599], [""淮"", 0.07103314250707626], [""乐"", 0.03805534169077873], [""荒"", 0.027710122987627983], [""黄"", 0.025891661643981934], [""点"", 0.025797896087169647]]",25.601973
883-01,咏 菊(其二),菊花,宋,落托山园载酒来， 江梅含雪倚春台。 菊花无藉秋光老， 犹自离披带雨开。 ,雨、花、雪、托、梅,雨 花 雪 托 梅 台 园 江 山 光,"[[""雨"", 0.10963328182697296], [""花"", 0.06980622559785843], [""雪"", 0.060244370251894], [""托"", 0.04889318346977234], [""梅"", 0.04715460166335106], [""台"", 0.042901333421468735], [""园"", 0.04183925688266754], [""江"", 0.03745625540614128], [""山"", 0.03467768058180809], [""光"", 0.028361914679408073]]",25.537582
884-01,画 菊,菊花,宋,花开不并百花红， 独立疏篱趣未穷。 宁可枝头抱香死， 何尝吹落北风中！,花、风、篱、北、趣,花 风 篱 北 趣 枝 红 落 香 吹,"[[""花"", 0.08617803454399109], [""风"", 0.06669784337282181], [""篱"", 0.061183467507362366], [""北"", 0.048091206699609756], [""趣"", 0.044298190623521805], [""枝"", 0.04250885918736458], [""红"", 0.042415544390678406], [""落"", 0.0349879190325737], [""香"", 0.03449572995305061], [""吹"", 0.026258179917931557]]",25.610151
885-01,九 日,菊花,金,雨沐天容霁欲流， 好山夸翠出墙头。 黄花憔悴东篱晚， 一段陶家冷淡秋。,花、墙、山、段、沐,花 墙 山 段 沐 天 头 出 篱 东,"[[""花"", 0.15076634287834167], [""墙"", 0.050920747220516205], [""山"", 0.04702933505177498], [""段"", 0.045857544988393784], [""沐"", 0.04368006810545921], [""天"", 0.04307915270328522], [""头"", 0.03998913615942001], [""出"", 0.0380132794380188], [""篱"", 0.03646039962768555], [""东"", 0.033070459961891174]]",25.52907
886-01,酴醾菊,菊花,金,酴醾风味醺人醉， 著莫东篱爱酒翁。 一夜金英全换骨， 冷香晴雪满秋风。,风、醾、英、雪、冷,风 醾 英 雪 冷 夜 酴 秋 莫 篱,"[[""风"", 0.13403497636318207], [""醾"", 0.13044758141040802], [""英"", 0.09513557702302933], [""雪"", 0.08366545289754868], [""冷"", 0.03784777224063873], [""夜"", 0.031566839665174484], [""酴"", 0.029733682051301003], [""秋"", 0.024805117398500443], [""莫"", 0.020018231123685837], [""篱"", 0.01971254125237465]]",25.555342
887-01,九日月中对菊，同禧伯郎中赋,菊花,金,花上清光花下阴， 素娥惜此万黄金。 一杯寒露三更后， 谁信幽人更苦心。,花、光、娥、心、苦,花 光 娥 心 苦 寒 露 人 幽 清,"[[""花"", 0.11076340824365616], [""光"", 0.07926680147647858], [""娥"", 0.061577409505844116], [""心"", 0.05930988863110542], [""苦"", 0.057627882808446884], [""寒"", 0.05034097656607628], [""露"", 0.046496786177158356], [""人"", 0.033006876707077026], [""幽"", 0.031199108809232712], [""清"", 0.025238242000341415]]",25.576626
888-01,九月八日对菊,菊花,明,预向篱边把一杯， 黄花多意已能开。 不忧风雨明朝阻， 懒逐时人斗折来。,雨、篱、花、边、明,雨 篱 花 边 明 意 风 阻 折 斗,"[[""雨"", 0.11230072379112244], [""篱"", 0.10356661677360535], [""花"", 0.06184235215187073], [""边"", 0.060246411710977554], [""明"", 0.056689243763685226], [""意"", 0.0552491620182991], [""风"", 0.05149521306157112], [""阻"", 0.04237445071339607], [""折"", 0.03951943293213844], [""斗"", 0.03634877875447273]]",25.568203
833,和郭主簿二首(其二),菊花,晋,和泽周三春， 清凉素秋节。 露凝无游氛， 天高风景澈。 陵岑耸逸峰， 遥瞻皆奇绝,霜、峰、三、松、风,霜 峰 三 松 风 岩 菊 泽 贞 陵,"[[""霜"", 0.07656791806221008], [""峰"", 0.033456217497587204], [""三"", 0.020229561254382133], [""松"", 0.0186728835105896], [""风"", 0.01692296750843525], [""岩"", 0.016877632588148117], [""菊"", 0.01618548482656479], [""泽"", 0.015587562695145607], [""贞"", 0.015246436931192875], [""陵"", 0.015164011158049107]]",25.437061
834,饮 酒（其五）,菊花,晋,结庐在人境， 而无车马喧。 问君何能尔？ 心远地自偏。 采菊东篱下， 悠然见南山,山、心、篱、庐、车,山 心 篱 庐 车 气 辨 飞 马 人,"[[""山"", 0.14019577205181122], [""心"", 0.05831727012991905], [""篱"", 0.04838511347770691], [""庐"", 0.045276883989572525], [""车"", 0.03612451255321503], [""气"", 0.022927923128008842], [""辨"", 0.021104086190462112], [""飞"", 0.019246581941843033], [""马"", 0.017188699916005135], [""人"", 0.01691010408103466]]",25.560246
835,舟上采菊,菊花,宋,泯泯平慢流，行当季秋月。 演漾过汀洲，汀洲芳杜歇。 ：白露夜正霏，黄菊寒更发。 ,霏、菊、洲、露、白,霏 菊 洲 露 白 月 夜 酒 季 秋,"[[""霏"", 0.03898164629936218], [""菊"", 0.03849394619464874], [""洲"", 0.03738003224134445], [""露"", 0.03393794223666191], [""白"", 0.030171876773238182], [""月"", 0.024152368307113647], [""夜"", 0.022440599277615547], [""酒"", 0.0217891838401556], [""季"", 0.021786099299788475], [""秋"", 0.02172103337943554]]",25.553432
836,黄菊有至性,菊花,宋,团团城上日，秋至少光辉。积阴欲滔天，况乃草木微。黄菊有至性，孤芳犯群威。：采采霜,天、露、采、团、城,天 露 采 团 城 孤 黄 微 滔 辉,"[[""天"", 0.052424609661102295], [""露"", 0.047030407935380936], [""采"", 0.02117079123854637], [""团"", 0.020655367523431778], [""城"", 0.019759302958846092], [""孤"", 0.015646034851670265], [""黄"", 0.013436555862426758], [""微"", 0.013144003227353096], [""滔"", 0.013052739202976227], [""辉"", 0.01227498147636652]]",25.455015
837,菊 花,菊花,宋,菊花如端人， 独立寒冰霜。 名纪先秦书， 功标列仙方。 纷纷零落中， 见此数枝黄,花、霜、节、嗅、标,花 霜 节 嗅 标 芬 觞 秦 枝 渊,"[[""花"", 0.04192376509308815], [""霜"", 0.039998751133680344], [""节"", 0.03776721656322479], [""嗅"", 0.03471192717552185], [""标"", 0.028544660657644272], [""芬"", 0.02560332976281643], [""觞"", 0.025468824431300163], [""秦"", 0.023486243560910225], [""枝"", 0.023345598950982094], [""渊"", 0.0231839157640934]]",25.54649
838,菊二首(其二),菊花,元,菊花如幽人， 梅花如烈士。 同居冰雪中， 标格不相似。 道路阻荒寒， 故人万里余,寒、雪、花、冰、人,寒 雪 花 冰 人 枝 梅 里 故 折,"[[""寒"", 0.05668206512928009], [""雪"", 0.046224161982536316], [""花"", 0.03463036194443703], [""冰"", 0.029615499079227448], [""人"", 0.028414864093065262], [""枝"", 0.028318779543042183], [""梅"", 0.02608603984117508], [""里"", 0.025891251862049103], [""故"", 0.023393170908093452], [""折"", 0.02293415367603302]]",25.439619
839,墨菊二首(其二),菊花,明,画菊不画香， 香空钜堪掬？画菊不画色， 色似花已俗。都无色香在， 安用此为菊？登,堂、香、桃、菊、李,堂 香 桃 菊 李 不 人 世 掬 见,"[[""堂"", 0.04080761596560478], [""香"", 0.036594606935977936], [""桃"", 0.03084452450275421], [""菊"", 0.029321303591132164], [""李"", 0.026259880512952805], [""不"", 0.018530458211898804], [""人"", 0.017604561522603035], [""世"", 0.01715359464287758], [""掬"", 0.0160500667989254], [""见"", 0.015987928956747055]]",25.493683
840,采菊篇,菊花,南朝梁,日精丽草散秋株， 洛阳少妇绝妍姝。 相呼提筐采菊珠， 朝起露湿沾罗襦。 东方千骑,山、方、露、筐、骑,山 方 露 筐 骑 妍 精 驹 阳 菊,"[[""山"", 0.09368159621953964], [""方"", 0.05752602592110634], [""露"", 0.05401104316115379], [""筐"", 0.05260046571493149], [""骑"", 0.051981743425130844], [""妍"", 0.04097136855125427], [""精"", 0.03780745342373848], [""驹"", 0.03688761964440346], [""阳"", 0.034360121935606], [""菊"", 0.03194437175989151]]",25.505148
841,山园草间菊数枝开，席地独酌,菊花,宋,屋东菊畦蔓草荒， 瘦枝出草三尺长。碎金狼藉不堪摘， 扫地为渠持一觞。日斜大醉叫堕,畦、耳、觞、尺、扫,畦 耳 觞 尺 扫 碎 花 金 蔓 藉,"[[""畦"", 0.0841691866517067], [""耳"", 0.050768524408340454], [""觞"", 0.03410455584526062], [""尺"", 0.03266355022788048], [""扫"", 0.027182508260011673], [""碎"", 0.025508351624011993], [""花"", 0.023676656186580658], [""金"", 0.021757859736680984], [""蔓"", 0.02035450004041195], [""藉"", 0.018518300727009773]]",25.578312
842,感 遇,菊花,唐,可叹东篱菊， 茎疏叶且微。虽言异兰蕙， 亦自有芳菲。未泛盈尊酒， 徒沾清露辉。当,露、叶、菊、尊、落,露 叶 菊 尊 落 亦 叹 东 可 辉,"[[""露"", 0.03505202755331993], [""叶"", 0.02916082553565502], [""菊"", 0.0274454727768898], [""尊"", 0.026997683569788933], [""落"", 0.025454070419073105], [""亦"", 0.024108419194817543], [""叹"", 0.02188802696764469], [""东"", 0.021817274391651154], [""可"", 0.02150857262313366], [""辉"", 0.021345000714063644]]",25.450975
843,万年厉员外宅赏残菊,菊花,唐,才过重阳后， 人心已为残。 近霜须苦惜， 带蝶更宜看。 色减频经雨， 香销恐渐寒,香、蝶、雨、阳、霜,香 蝶 雨 阳 霜 心 寒 更 醉 宅,"[[""香"", 0.10754045844078064], [""蝶"", 0.07443463802337646], [""雨"", 0.06473208218812943], [""阳"", 0.03815793618559837], [""霜"", 0.035843439400196075], [""心"", 0.032820671796798706], [""寒"", 0.026048848405480385], [""更"", 0.025480160489678383], [""醉"", 0.025291070342063904], [""宅"", 0.024701938033103943]]",25.41741
844,菊,菊花,唐,暗暗淡淡紫， 融融冶冶黄。 陶令篱边色， 罗含宅里香。 几时禁重露， 实是怯残阳,香、篱、露、含、融,香 篱 露 含 融 宅 阳 鹦 金 鹉,"[[""香"", 0.06809986382722855], [""篱"", 0.060524094849824905], [""露"", 0.04509362578392029], [""含"", 0.042701587080955505], [""融"", 0.03700798377394676], [""宅"", 0.034603673964738846], [""阳"", 0.0330149307847023], [""鹦"", 0.032482169568538666], [""金"", 0.03207501769065857], [""鹉"", 0.031933631747961044]]",25.604763
845,对菊有怀郎祖仁,菊花,宋,庭下金铃菊， 花开已十分。 多情能惠我，，对景独思君。 秀色三秋好， 清香一室闻,云、花、铃、江、菊,云 花 铃 江 菊 雨 庭 舟 室 香,"[[""云"", 0.043324414640665054], [""花"", 0.038532573729753494], [""铃"", 0.03368127718567848], [""江"", 0.027645573019981384], [""菊"", 0.024725353345274925], [""雨"", 0.024509642273187637], [""庭"", 0.02339017577469349], [""舟"", 0.023170974105596542], [""室"", 0.021938614547252655], [""香"", 0.02052122913300991]]",25.521963
846,王公子宅五丹菊,菊花,明,秋英忽夏发，，宛在阿戎家。 细认惊初见， 高吟喜共夸。 不依寒竹雨， 欲映午榴霞,花、榴、霞、午、戎,花 榴 霞 午 戎 英 阿 雨 竹 细,"[[""花"", 0.0678277537226677], [""榴"", 0.05420265346765518], [""霞"", 0.04213767498731613], [""午"", 0.0323357991874218], [""戎"", 0.029175540432333946], [""英"", 0.02906101383268833], [""阿"", 0.028649093583226204], [""雨"", 0.02853071503341198], [""竹"", 0.0254213809967041], [""细"", 0.02536528743803501]]",25.60041
847,八月二十八日子容过对菊,菊花,明,近节逢花放， 开樽集异乡。 乾坤共一笑， 风雨似重阳。 谁识暮蝉意， 独怜秋树芳,雨、花、堂、阳、坤,雨 花 堂 阳 坤 蝉 风 西 节 意,"[[""雨"", 0.05894838646054268], [""花"", 0.05272269248962402], [""堂"", 0.042011529207229614], [""阳"", 0.029160229489207268], [""坤"", 0.025425376370549202], [""蝉"", 0.024210331961512566], [""风"", 0.023716645315289497], [""西"", 0.02137274481356144], [""节"", 0.021269595250487328], [""意"", 0.021195759996771812]]",25.514763
848-02,汝济夜过同以行对菊花,菊花,明,摇落相过地， .芳菲晚更亲。 酒醺留媚眼， 灯色笑生春。 风雨新晴夜， 江山未老,灯、山、花、江、风,灯 山 花 江 风 摇 雨 地 落 眼,"[[""灯"", 0.06898930668830872], [""山"", 0.05343550443649292], [""花"", 0.05026673898100853], [""江"", 0.0500066764652729], [""风"", 0.03089493326842785], [""摇"", 0.030011121183633804], [""雨"", 0.029800601303577423], [""地"", 0.02747930958867073], [""落"", 0.023352446034550667], [""眼"", 0.01651805453002453]]",25.464592
849-02,前菊会,菊花,明,荒村开紫菊， 细雨隔苍梧。 漂泊逢山鬼， 归来觅酒徒。 佳期宾不赴， 幽赏子何孤,山、村、荒、壶、鬼,山 村 荒 壶 鬼 细 青 梧 幽 钱,"[[""山"", 0.08079725503921509], [""村"", 0.0747298076748848], [""荒"", 0.05304689705371857], [""壶"", 0.047118619084358215], [""鬼"", 0.03515232726931572], [""细"", 0.02612794004380703], [""青"", 0.024376103654503822], [""梧"", 0.02421545423567295], [""幽"", 0.023745376616716385], [""钱"", 0.023154541850090027]]",25.508327
850-02,九 日,菊花,明,三载重阳菊， 开时不在家。何期今日酒， 忽对故园花。野旷云连树， 天寒雁聚沙。登,酒、寒、阳、菊、载,酒 寒 阳 菊 载 园 忽 花 沙 云,"[[""酒"", 0.051134586334228516], [""寒"", 0.03958726301789284], [""阳"", 0.037918537855148315], [""菊"", 0.035878345370292664], [""载"", 0.03560207039117813], [""园"", 0.031340815126895905], [""忽"", 0.029764285311102867], [""花"", 0.02965816669166088], [""沙"", 0.02557460032403469], [""云"", 0.025543607771396637]]",25.452267
851-02,同程穆倩访周元亮司农，留饮寓园观菊，兼示所藏书册,菊花,清,秋深良可念， 珍重倍寒花。 奇蕊依灯好， 晴香入夜赊。 酒情浓异土， 蟹味美山家,花、灯、文、夜、华,花 灯 文 夜 华 山 蕊 蟹 鬓 晴,"[[""花"", 0.07757379859685898], [""灯"", 0.05473853647708893], [""文"", 0.039041463285684586], [""夜"", 0.03749358654022217], [""华"", 0.03650035709142685], [""山"", 0.033408619463443756], [""蕊"", 0.033106729388237], [""蟹"", 0.028942618519067764], [""鬓"", 0.02878429740667343], [""晴"", 0.028107237070798874]]",25.568459
852-02,酬皇甫郎中对新菊花见忆,菊花,唐,爱菊高人吟逸韵， 悲秋病客感衰怀。黄花助兴方携酒； 红叶添愁正满阶。居士荤腥今已,腥、阳、阶、愁、黄,腥 阳 阶 愁 黄 斋 东 杓 花 士,"[[""腥"", 0.06224343925714493], [""阳"", 0.03789990022778511], [""阶"", 0.03344125673174858], [""愁"", 0.03183381259441376], [""黄"", 0.030288327485322952], [""斋"", 0.025165533646941185], [""东"", 0.02266833744943142], [""杓"", 0.022322844713926315], [""花"", 0.021691184490919113], [""士"", 0.021108126267790794]]",25.479813
853-02,刘员外寄移菊,菊花,唐,秋来缘树复缘墙，怕共平芜一例荒。颜色不能随地变， 风流唯解逐人香。烟含细叶交加碧,香、寒、英、露、风,香 寒 英 露 风 荒 烟 阳 叶 复,"[[""香"", 0.03156637027859688], [""寒"", 0.02944483421742916], [""英"", 0.02638959139585495], [""露"", 0.026230765506625175], [""风"", 0.02532886527478695], [""荒"", 0.023884505033493042], [""烟"", 0.02283412218093872], [""阳"", 0.02176276221871376], [""叶"", 0.021008342504501343], [""复"", 0.02064276486635208]]",25.512096
854-02,和鲁望白菊,菊花,唐,已过重阳半月天， 琅华千点照寒烟。 蕊香亦似浮金靨， 花样还如镂玉钱。 玩影冯妃,香、箱、琅、飞、炼,香 箱 琅 飞 炼 牙 冯 浮 阳 玉,"[[""香"", 0.08899202197790146], [""箱"", 0.044231925159692764], [""琅"", 0.04067419469356537], [""飞"", 0.03976785019040108], [""炼"", 0.029416168108582497], [""牙"", 0.028812222182750702], [""冯"", 0.02504260465502739], [""浮"", 0.024646233767271042], [""阳"", 0.024052565917372704], [""玉"", 0.0235731340944767]]",25.616003
