词,C3,C3_zh,C2,C1,source
国耻,criticize,批判指责,disgust,negative,FCCPSL
浊流,criticize,批判指责,disgust,negative,FCCPSL
占据,criticize,批判指责,disgust,negative,FCCPSL
铁蹄,criticize,批判指责,disgust,negative,FCCPSL
误伤,criticize,批判指责,disgust,negative,FCCPSL
攻击,criticize,批判指责,disgust,negative,FCCPSL
刺杀,criticize,批判指责,disgust,negative,FCCPSL
暗藏,criticize,批判指责,disgust,negative,FCCPSL
伏击,criticize,批判指责,disgust,negative,FCCPSL
功利,criticize,批判指责,disgust,negative,FCCPSL
计较,criticize,批判指责,disgust,negative,FCCPSL
刺客,criticize,批判指责,disgust,negative,FCCPSL
称臣,criticize,批判指责,disgust,negative,FCCPSL
强盗,criticize,批判指责,disgust,negative,FCCPSL
轻蔑,criticize,批判指责,disgust,negative,FCCPSL
解体,criticize,批判指责,disgust,negative,FCCPSL
蹂躏,criticize,批判指责,disgust,negative,FCCPSL
劫掠,criticize,批判指责,disgust,negative,FCCPSL
褒贬,criticize,批判指责,disgust,negative,FCCPSL
缺德,criticize,批判指责,disgust,negative,FCCPSL
为难,criticize,批判指责,disgust,negative,FCCPSL
色欲,criticize,批判指责,disgust,negative,FCCPSL
加剧,criticize,批判指责,disgust,negative,FCCPSL
攻占,criticize,批判指责,disgust,negative,FCCPSL
暴行,criticize,批判指责,disgust,negative,FCCPSL
混乱,criticize,批判指责,disgust,negative,FCCPSL
占领,criticize,批判指责,disgust,negative,FCCPSL
翻滚,criticize,批判指责,disgust,negative,FCCPSL
亡命,criticize,批判指责,disgust,negative,FCCPSL
赌博,criticize,批判指责,disgust,negative,FCCPSL
地雷,criticize,批判指责,disgust,negative,FCCPSL
倾覆,criticize,批判指责,disgust,negative,FCCPSL
误入,criticize,批判指责,disgust,negative,FCCPSL
脱口,criticize,批判指责,disgust,negative,FCCPSL
怨嗟,criticize,批判指责,disgust,negative,FCCPSL
沽名,criticize,批判指责,disgust,negative,FCCPSL
嘈杂,criticize,批判指责,disgust,negative,FCCPSL
难听,criticize,批判指责,disgust,negative,FCCPSL
躁动,criticize,批判指责,disgust,negative,FCCPSL
凑合,criticize,批判指责,disgust,negative,FCCPSL
含混,criticize,批判指责,disgust,negative,FCCPSL
薄弱,criticize,批判指责,disgust,negative,FCCPSL
负心,criticize,批判指责,disgust,negative,FCCPSL
发疯,criticize,批判指责,disgust,negative,FCCPSL
变态,criticize,批判指责,disgust,negative,FCCPSL
轻信,criticize,批判指责,disgust,negative,FCCPSL
下流,criticize,批判指责,disgust,negative,FCCPSL
忘义,criticize,批判指责,disgust,negative,FCCPSL
冷笑,criticize,批判指责,disgust,negative,FCCPSL
怠慢,criticize,批判指责,disgust,negative,FCCPSL
耻笑,criticize,批判指责,disgust,negative,FCCPSL
轻慢,criticize,批判指责,disgust,negative,FCCPSL
薄情,criticize,批判指责,disgust,negative,FCCPSL
官气,criticize,批判指责,disgust,negative,FCCPSL
三八,criticize,批判指责,disgust,negative,FCCPSL
古旧,criticize,批判指责,disgust,negative,FCCPSL
勾引,criticize,批判指责,disgust,negative,FCCPSL
孤傲,criticize,批判指责,disgust,negative,FCCPSL
过早,criticize,批判指责,disgust,negative,FCCPSL
庞杂,criticize,批判指责,disgust,negative,FCCPSL
马虎,criticize,批判指责,disgust,negative,FCCPSL
迂腐,criticize,批判指责,disgust,negative,FCCPSL
滑稽,criticize,批判指责,disgust,negative,FCCPSL
迂阔,criticize,批判指责,disgust,negative,FCCPSL
没收,criticize,批判指责,disgust,negative,FCCPSL
违抗,criticize,批判指责,disgust,negative,FCCPSL
施以,criticize,批判指责,disgust,negative,FCCPSL
绝不,criticize,批判指责,disgust,negative,FCCPSL
德薄,criticize,批判指责,disgust,negative,FCCPSL
白眼,criticize,批判指责,disgust,negative,FCCPSL
拖着,criticize,批判指责,disgust,negative,FCCPSL
串连,criticize,批判指责,disgust,negative,FCCPSL
蹒跚,criticize,批判指责,disgust,negative,FCCPSL
大肆,criticize,批判指责,disgust,negative,FCCPSL
风骚,criticize,批判指责,disgust,negative,FCCPSL
异议,criticize,批判指责,disgust,negative,FCCPSL
湮没,criticize,批判指责,disgust,negative,FCCPSL
当道,criticize,批判指责,disgust,negative,FCCPSL
奸邪,criticize,批判指责,disgust,negative,FCCPSL
鄙陋,criticize,批判指责,disgust,negative,FCCPSL
不值,criticize,批判指责,disgust,negative,FCCPSL
激进,criticize,批判指责,disgust,negative,FCCPSL
辜负,criticize,批判指责,disgust,negative,FCCPSL
蔑视,criticize,批判指责,disgust,negative,FCCPSL
睥睨,criticize,批判指责,disgust,negative,FCCPSL
豪纵,criticize,批判指责,disgust,negative,FCCPSL
浮夸,criticize,批判指责,disgust,negative,FCCPSL
率尔,criticize,批判指责,disgust,negative,FCCPSL
侧足,criticize,批判指责,disgust,negative,FCCPSL
奸臣,criticize,批判指责,disgust,negative,FCCPSL
食人,criticize,批判指责,disgust,negative,FCCPSL
暴政,criticize,批判指责,disgust,negative,FCCPSL
奸人,criticize,批判指责,disgust,negative,FCCPSL
镇压,criticize,批判指责,disgust,negative,FCCPSL
无礼,criticize,批判指责,disgust,negative,FCCPSL
不敬,criticize,批判指责,disgust,negative,FCCPSL
捞取,criticize,批判指责,disgust,negative,FCCPSL
掺杂,criticize,批判指责,disgust,negative,FCCPSL
流俗,criticize,批判指责,disgust,negative,FCCPSL
卑鄙,criticize,批判指责,disgust,negative,FCCPSL
砍掉,criticize,批判指责,disgust,negative,FCCPSL
被害,criticize,批判指责,disgust,negative,FCCPSL
劳役,criticize,批判指责,disgust,negative,FCCPSL
莽撞,criticize,批判指责,disgust,negative,FCCPSL
粗重,criticize,批判指责,disgust,negative,FCCPSL
流弊,criticize,批判指责,disgust,negative,FCCPSL
侈靡,criticize,批判指责,disgust,negative,FCCPSL
末流,criticize,批判指责,disgust,negative,FCCPSL
反话,criticize,批判指责,disgust,negative,FCCPSL
张扬,criticize,批判指责,disgust,negative,FCCPSL
罪犯,criticize,批判指责,disgust,negative,FCCPSL
愚妄,criticize,批判指责,disgust,negative,FCCPSL
贪欲,criticize,批判指责,disgust,negative,FCCPSL
昏愦,criticize,批判指责,disgust,negative,FCCPSL
破产,criticize,批判指责,disgust,negative,FCCPSL
讥讽,criticize,批判指责,disgust,negative,FCCPSL
妄求,criticize,批判指责,disgust,negative,FCCPSL
糟糠,criticize,批判指责,disgust,negative,FCCPSL
寒微,criticize,批判指责,disgust,negative,FCCPSL
淫靡,criticize,批判指责,disgust,negative,FCCPSL
听任,criticize,批判指责,disgust,negative,FCCPSL
借故,criticize,批判指责,disgust,negative,FCCPSL
屠戮,criticize,批判指责,disgust,negative,FCCPSL
权势,criticize,批判指责,disgust,negative,FCCPSL
骄横,criticize,批判指责,disgust,negative,FCCPSL
势焰,criticize,批判指责,disgust,negative,FCCPSL
盗贼,criticize,批判指责,disgust,negative,FCCPSL
鄙夷,criticize,批判指责,disgust,negative,FCCPSL
佞幸,criticize,批判指责,disgust,negative,FCCPSL
嚣张,criticize,批判指责,disgust,negative,FCCPSL
粗暴,criticize,批判指责,disgust,negative,FCCPSL
凌辱,criticize,批判指责,disgust,negative,FCCPSL
隐瞒,criticize,批判指责,disgust,negative,FCCPSL
催迫,criticize,批判指责,disgust,negative,FCCPSL
避开,criticize,批判指责,disgust,negative,FCCPSL
疲弱,criticize,批判指责,disgust,negative,FCCPSL
幽囚,criticize,批判指责,disgust,negative,FCCPSL
威吓,criticize,批判指责,disgust,negative,FCCPSL
野心,criticize,批判指责,disgust,negative,FCCPSL
迷雾,criticize,批判指责,disgust,negative,FCCPSL
燃烧,criticize,批判指责,disgust,negative,FCCPSL
稚气,criticize,批判指责,disgust,negative,FCCPSL
残损,criticize,批判指责,disgust,negative,FCCPSL
女巫,criticize,批判指责,disgust,negative,FCCPSL
法术,criticize,批判指责,disgust,negative,FCCPSL
成见,criticize,批判指责,disgust,negative,FCCPSL
上当,criticize,批判指责,disgust,negative,FCCPSL
破口,criticize,批判指责,disgust,negative,FCCPSL
责难,criticize,批判指责,disgust,negative,FCCPSL
减色,criticize,批判指责,disgust,negative,FCCPSL
醉汉,criticize,批判指责,disgust,negative,FCCPSL
奴役,criticize,批判指责,disgust,negative,FCCPSL
抗拒,criticize,批判指责,disgust,negative,FCCPSL
嘲弄,criticize,批判指责,disgust,negative,FCCPSL
粗野,criticize,批判指责,disgust,negative,FCCPSL
褊急,criticize,批判指责,disgust,negative,FCCPSL
恣纵,criticize,批判指责,disgust,negative,FCCPSL
进谗,criticize,批判指责,disgust,negative,FCCPSL
皮相,criticize,批判指责,disgust,negative,FCCPSL
生硬,criticize,批判指责,disgust,negative,FCCPSL
造作,criticize,批判指责,disgust,negative,FCCPSL
白字,criticize,批判指责,disgust,negative,FCCPSL
浊世,criticize,批判指责,disgust,negative,FCCPSL
羁勒,criticize,批判指责,disgust,negative,FCCPSL
重沓,criticize,批判指责,disgust,negative,FCCPSL
糊涂,criticize,批判指责,disgust,negative,FCCPSL
狂气,criticize,批判指责,disgust,negative,FCCPSL
唯我,criticize,批判指责,disgust,negative,FCCPSL
铲除,criticize,批判指责,disgust,negative,FCCPSL
俗气,criticize,批判指责,disgust,negative,FCCPSL
从动,criticize,批判指责,disgust,negative,FCCPSL
自视,criticize,批判指责,disgust,negative,FCCPSL
过当,criticize,批判指责,disgust,negative,FCCPSL
标榜,criticize,批判指责,disgust,negative,FCCPSL
凡俗,criticize,批判指责,disgust,negative,FCCPSL
凝滞,criticize,批判指责,disgust,negative,FCCPSL
高傲,criticize,批判指责,disgust,negative,FCCPSL
世仇,criticize,批判指责,disgust,negative,FCCPSL
过热,criticize,批判指责,disgust,negative,FCCPSL
斗筲,criticize,批判指责,disgust,negative,FCCPSL
恶名,criticize,批判指责,disgust,negative,FCCPSL
不逊,criticize,批判指责,disgust,negative,FCCPSL
残杀,criticize,批判指责,disgust,negative,FCCPSL
凶残,criticize,批判指责,disgust,negative,FCCPSL
憎恨,criticize,批判指责,disgust,negative,FCCPSL
手腕,criticize,批判指责,disgust,negative,FCCPSL
壁障,criticize,批判指责,disgust,negative,FCCPSL
不道,criticize,批判指责,disgust,negative,FCCPSL
花着,criticize,批判指责,disgust,negative,FCCPSL
昏君,criticize,批判指责,disgust,negative,FCCPSL
毁誉,criticize,批判指责,disgust,negative,FCCPSL
御用,criticize,批判指责,disgust,negative,FCCPSL
妒忌,criticize,批判指责,disgust,negative,FCCPSL
申述,criticize,批判指责,disgust,negative,FCCPSL
艰涩,criticize,批判指责,disgust,negative,FCCPSL
没用,criticize,批判指责,disgust,negative,FCCPSL
商妇,criticize,批判指责,disgust,negative,FCCPSL
无依,criticize,批判指责,disgust,negative,FCCPSL
老是,criticize,批判指责,disgust,negative,FCCPSL
鱼肉,criticize,批判指责,disgust,negative,FCCPSL
外来,criticize,批判指责,disgust,negative,FCCPSL
裂开,criticize,批判指责,disgust,negative,FCCPSL
放弃,criticize,批判指责,disgust,negative,FCCPSL
不妥,criticize,批判指责,disgust,negative,FCCPSL
厌弃,criticize,批判指责,disgust,negative,FCCPSL
抹煞,criticize,批判指责,disgust,negative,FCCPSL
毒害,criticize,批判指责,disgust,negative,FCCPSL
自弃,criticize,批判指责,disgust,negative,FCCPSL
讥诮,criticize,批判指责,disgust,negative,FCCPSL
轻浮,criticize,批判指责,disgust,negative,FCCPSL
被动,criticize,批判指责,disgust,negative,FCCPSL
背弃,criticize,批判指责,disgust,negative,FCCPSL
赌咒,criticize,批判指责,disgust,negative,FCCPSL
发誓,criticize,批判指责,disgust,negative,FCCPSL
飞溅,criticize,批判指责,disgust,negative,FCCPSL
挖掘,criticize,批判指责,disgust,negative,FCCPSL
附逆,criticize,批判指责,disgust,negative,FCCPSL
关押,criticize,批判指责,disgust,negative,FCCPSL
囚徒,criticize,批判指责,disgust,negative,FCCPSL
自封,criticize,批判指责,disgust,negative,FCCPSL
冤枉,criticize,批判指责,disgust,negative,FCCPSL
用力,criticize,批判指责,disgust,negative,FCCPSL
诱导,criticize,批判指责,disgust,negative,FCCPSL
不济,criticize,批判指责,disgust,negative,FCCPSL
试图,criticize,批判指责,disgust,negative,FCCPSL
空泛,criticize,批判指责,disgust,negative,FCCPSL
拘束,criticize,批判指责,disgust,negative,FCCPSL
斤斤,criticize,批判指责,disgust,negative,FCCPSL
抛弃,criticize,批判指责,disgust,negative,FCCPSL
外遇,criticize,批判指责,disgust,negative,FCCPSL
滞涩,criticize,批判指责,disgust,negative,FCCPSL
狂人,criticize,批判指责,disgust,negative,FCCPSL
压榨,criticize,批判指责,disgust,negative,FCCPSL
暗暗,criticize,批判指责,disgust,negative,FCCPSL
绝情,criticize,批判指责,disgust,negative,FCCPSL
作乱,criticize,批判指责,disgust,negative,FCCPSL
中邪,criticize,批判指责,disgust,negative,FCCPSL
矫情,criticize,批判指责,disgust,negative,FCCPSL
作伪,criticize,批判指责,disgust,negative,FCCPSL
因袭,criticize,批判指责,disgust,negative,FCCPSL
狭隘,criticize,批判指责,disgust,negative,FCCPSL
艳情,criticize,批判指责,disgust,negative,FCCPSL
颓靡,criticize,批判指责,disgust,negative,FCCPSL
幕后,criticize,批判指责,disgust,negative,FCCPSL
淫秽,criticize,批判指责,disgust,negative,FCCPSL
冷冷,criticize,批判指责,disgust,negative,FCCPSL
格斗,criticize,批判指责,disgust,negative,FCCPSL
凶器,criticize,批判指责,disgust,negative,FCCPSL
无谓,criticize,批判指责,disgust,negative,FCCPSL
下作,criticize,批判指责,disgust,negative,FCCPSL
忌妒,criticize,批判指责,disgust,negative,FCCPSL
荒诞,criticize,批判指责,disgust,negative,FCCPSL
不确,criticize,批判指责,disgust,negative,FCCPSL
得用,criticize,批判指责,disgust,negative,FCCPSL
零乱,criticize,批判指责,disgust,negative,FCCPSL
贪财,criticize,批判指责,disgust,negative,FCCPSL
散布,criticize,批判指责,disgust,negative,FCCPSL
漠然,criticize,批判指责,disgust,negative,FCCPSL
上台,criticize,批判指责,disgust,negative,FCCPSL
图谋,criticize,批判指责,disgust,negative,FCCPSL
脱落,criticize,批判指责,disgust,negative,FCCPSL
随便,criticize,批判指责,disgust,negative,FCCPSL
苛求,criticize,批判指责,disgust,negative,FCCPSL
离格,criticize,批判指责,disgust,negative,FCCPSL
鄙俗,criticize,批判指责,disgust,negative,FCCPSL
委琐,criticize,批判指责,disgust,negative,FCCPSL
祸害,criticize,批判指责,disgust,negative,FCCPSL
拙劣,criticize,批判指责,disgust,negative,FCCPSL
荒谬,criticize,批判指责,disgust,negative,FCCPSL
暴露,criticize,批判指责,disgust,negative,FCCPSL
责问,criticize,批判指责,disgust,negative,FCCPSL
名义,criticize,批判指责,disgust,negative,FCCPSL
指责,criticize,批判指责,disgust,negative,FCCPSL
回护,criticize,批判指责,disgust,negative,FCCPSL
击中,criticize,批判指责,disgust,negative,FCCPSL
轻敌,criticize,批判指责,disgust,negative,FCCPSL
松弛,criticize,批判指责,disgust,negative,FCCPSL
用尽,criticize,批判指责,disgust,negative,FCCPSL
夸耀,criticize,批判指责,disgust,negative,FCCPSL
轻生,criticize,批判指责,disgust,negative,FCCPSL
纵恣,criticize,批判指责,disgust,negative,FCCPSL
压制,criticize,批判指责,disgust,negative,FCCPSL
酷刑,criticize,批判指责,disgust,negative,FCCPSL
盘剥,criticize,批判指责,disgust,negative,FCCPSL
恶果,criticize,批判指责,disgust,negative,FCCPSL
出笼,criticize,批判指责,disgust,negative,FCCPSL
淫逸,criticize,批判指责,disgust,negative,FCCPSL
安于,criticize,批判指责,disgust,negative,FCCPSL
归咎,criticize,批判指责,disgust,negative,FCCPSL
闲事,criticize,批判指责,disgust,negative,FCCPSL
玩笑,criticize,批判指责,disgust,negative,FCCPSL
兀傲,criticize,批判指责,disgust,negative,FCCPSL
霸王,criticize,批判指责,disgust,negative,FCCPSL
凭陵,criticize,批判指责,disgust,negative,FCCPSL
力尽,criticize,批判指责,disgust,negative,FCCPSL
余党,criticize,批判指责,disgust,negative,FCCPSL
骄纵,criticize,批判指责,disgust,negative,FCCPSL
剽悍,criticize,批判指责,disgust,negative,FCCPSL
背叛,criticize,批判指责,disgust,negative,FCCPSL
鞭挞,criticize,批判指责,disgust,negative,FCCPSL
奸宄,criticize,批判指责,disgust,negative,FCCPSL
闲散,criticize,批判指责,disgust,negative,FCCPSL
恣意,criticize,批判指责,disgust,negative,FCCPSL
香艳,criticize,批判指责,disgust,negative,FCCPSL
切断,criticize,批判指责,disgust,negative,FCCPSL
笑话,criticize,批判指责,disgust,negative,FCCPSL
丑事,criticize,批判指责,disgust,negative,FCCPSL
秽行,criticize,批判指责,disgust,negative,FCCPSL
淫乐,criticize,批判指责,disgust,negative,FCCPSL
丑态,criticize,批判指责,disgust,negative,FCCPSL
鲁莽,criticize,批判指责,disgust,negative,FCCPSL
妄语,criticize,批判指责,disgust,negative,FCCPSL
埋伏,criticize,批判指责,disgust,negative,FCCPSL
说情,criticize,批判指责,disgust,negative,FCCPSL
退缩,criticize,批判指责,disgust,negative,FCCPSL
含恨,criticize,批判指责,disgust,negative,FCCPSL
守旧,criticize,批判指责,disgust,negative,FCCPSL
